article,ai_percentage
"eBayeBay Inc.  (NASDAQ symbol: EBAY) is the world’s largest online auction and shopping site.  The first appearance of the auction service was in 1995 as AuctionWeb, part of the personal Web site of Pierre Omidyar ,.  Omidyar was surprised at how rapidly the auction service (which was initially free) grew.  After he imposed a modest listing fee, Omidyar found himself receiving thousands of dollars in small checks, and decided that online auctions could become a full-time business. ",0
"An e-book is a book whose text is stored in digital form and can be read on a PC or a handheld reading device.  Since most books today are created on word processors and typesetting systems, it is easy for a publisher to create an electronic version.  Older books that exist only in printed form can be scanned and converted to text. ",0
"A digital library is to e-books what a conventional library is to printed books.  Sometimes called an electronic library or virtual library, digital libraries can be created in a variety of ways.  Printed books can now be scanned and digitized rapidly.  Google has said that it can scan 3,000 volumes a day using a proprietary system.  (This is not necessary, of course, for books that were originally created in digital form",0
"Advantages of digital libraries include the following:166? ? ? ? e-books and digital libraries, There is never a shortage of copies or the need for a reader to wait for access. ,? Many digital libraries allow full searching of the text of all volumes.  Libraries can also use a common data format (such as “Open Archives. ”) to make their material searchable throughout the Internet. ,? Many older, hard-to-find books can be made more “discoverable” and accessible",0
"The most popular e-commerce sectors today include the selling of books, music and movies, travel-related services, electronics, clothing, luxury goods, and medications.  (In 2006, online buyers actually spent more money on clothing than on computers and related products. ) A number of other online activities can be considered part of e-commerce, although they are usually not included in retailing statistics ",0
"One continuing obstacle to the growth of e-commerce has been consumers’ concerns about the theft or misuse of personal information gathered as part of the shopping process.  This can involve either fake Web sites , or legitimate businesses that sell information about customers without their knowledge or consent ,.  According to a report from Gartner Research, more than $900 million in e-commerce sales during 2006 was lost because of consumers’ security concerns, and about a billion dollars more in sales was lost because customers decided not to buy online at all",0
"In the early 1950s, knowledge of computing tended to have and hoc nature.  On the practical level, computing staffs tended to train newcomers in the specific hardware and machine-level programming languages in use at a particular site.  On the theoretical level, programmers in scientific fields were likely to come from a background in electronics, electrical engineering, or similar disciplines. As it became clear that computers were going to play an increasingly important role, courses specific to computing were added to curricula in mathematics and engineering.  By the late 1950s, however, leading people in the computing field had become convinced that a formal curriculum in computer science was necessary for further advance in an increasingly sophisticated computing arena .  By the early 1960s, efforts at the University of Michigan, University of Houston, Stanford, and other institutions had resulted in the creation of separate graduate departments of computer science.  By the mid-1960s, the National Academy of Sciences and the President’s Science Advisory Committee had both called for a major expansion of efforts in computer science education to be aided by federal funding.  During the 1970s and 1980s, mathematical and engineering societies (in particular the Association for Computing Machinery (ACM) and Institute for Electrical and Electronic Engineering (IEEE) worked to established detailed computer science curricula that extended to undergraduate study.  By 2000, there were 155 accredited  programs in computer science in the United States. ",0
"BASIC was invented at Dartmouth College in 1963–1964 by John G.  Kemeny and Thomas E.  Kurtz, both professors of mathematics, assisted by a group of undergraduate student programmers.  Computers then were huge, slow, and expensive; there were no personal computers.  Their goal was to bring easy and accessible computing to all students, not just science or engineering students.  The method they chose called for developing a time-shared operating system, which would allow many users simultaneously.  (This operating system was developed entirely by Dartmouth undergraduate students. ) The new language, BASIC, easy to learn and easy to use, was an essential part of this effort.  BASIC was thus developed originally for a large multipleuser, time-shared system and not for personal computers, which did not appear widely until the early 1980s.  It has been asked whyBASICwas invented.  Couldn’t an existing language have been used for the purpose? The answer to the second question is no, which also answers the first question.  Other computer languages did exist in 1963, although there were not nearly as many as there are today.  The principal ones were FORTRAN and Algol; most of the others are long since forgotten.  Some of the common languages used today—C, C++, and Java—had not even been conceived.  FORTRAN and Algol were each considered briefly.  These languages were designed for production use on big machines or for scientific research, using punched cards.  But neither was suitable for use by beginners, neither was particularly well suited for a time-shared environment, and neither permitted speedy handling of short programs.  Kemeny and Kurtz had experimented with other simple computer languages as early as 1956, but with only modest success.  So, in 1963, when they began building a time-shared system for students, they quickly realized that a new language had to be invented—BASIC. ",0
"Timing attacks were publicized by Paul Kocher in 1996.  They attack the implementation of cryptosystems by measuring observable differences in the timing of the algorithm based on the particular value of the key.  They then use statistical methods to determine the bits of key by observing many operations using the same key.  Timing attacks typically require a significant number of chosen ciphertexts.  Related attacks can use any measure of differences in the performance of the encryption and decryption functions such as power consumption and heat dissipation.  Timing attacks and related attacks can be protected against to some degree by “blinding” the devices performing encryption and decryption computations so that all computations have the same performance, regardless of the particular key and message being used.  However, this can have a substantial performance cost, as it requires all computations to have worst-case performance.  Such attacks can also be protected against by designing systems so that they will not act as an “oracle” by decrypting and returning all and any messages that come their way, thereby preventing an attacker from obtaining the necessary data to carry out the attack.  However, this is not always possible without interfering with the purpose of the system. ",0
"The  arithmetic  logic  unit  is  the  part  of  a  computer  system that actually performs calculations and logical comparisons on data.  It is part of the central processing unit (CPU), and in  practice  there  may  be  separate  and  multiple  arithmetic and logic units ,. The ALU works by first retrieving a code that represents the operation to be performed (such as ADD).  The code also specifies the location from which the data is to be retrieved and  to  which  the  results  of  the  operation  are  to  be  stored.  (For example, addition of the data from memory to a num-ber  already  stored  in  a  special  accumulator  register  within the CPU, with the result to be stored back into the accumu-lator. )  The  operation  code  can  also  include  a  specification of the format of the data to be used (such as fixed or float-ing-point  numbers)—the  operation  and  format  are  often combined into the same code. In  addition  to  arithmetic  operations,  the  ALU  can  also carry  out  logical  comparisons,  such  as  bitwise  operations that compare corresponding bits in two data words, corresponding to Boolean operators such as AND, OR, and xOR ,. The  data  or  operand  specified  in  the  operation  code  is retrieved as words of memory that represent numeric data, or  indirectly,  character  data  ,.  Once the operation is per-formed,  the  result  is  stored  (typically  in  a  register  in  the CPU).   Special  codes  are  also  stored  in  registers  to  indicate characteristics  of  the  result  (such  as  whether  it  is  positive, negative,  or  zero).   Other  special  conditions  called  excep-tions  indicate  a  problem  with  the  processing.   Common exceptions include overflow, where the result fills more bits than are available in the register, loss of precision (because there  isn’t  room  to  store  the  necessary  number  of  decimal places),  or  an  attempt  to  divide  by  zero.   Exceptions  are typically  indicated  by  setting  a  flag  in  the  machine  status register.  ",0
"An  applet  is  a  small  program  that  uses  the  resources  of  a larger program and usually provides customization or addi-tional  features.   The  term  first  appeared  in  the  early  1990s in  connection  with  Apple’s  AppleScript  scripting  language for the macintosh operating system.  Today Java applets rep-resent the most widespread use of this idea in Web develop-ment ,. Java  applets  are  compiled  to  an  intermediate  repre-sentation  called  bytecode,  and  generally  are  run  in  a  Web browser  ,.   Applets  thus  represent  one of  several  alternatives  for  interacting  with  users  of  Web pages  beyond  what  can  be  accomplished  using  simple  text markup  ,. An  applet  can  be  invoked  by  inserting  a  reference  to its  program  code  in  the  text  of  the  Web  page,  using  the HTmL applet element or the now-preferred object element.  Although  the  distinction  between  applets  and  scripting code  (such  as  in  PHP)  is  somewhat  vague,  applets  usually run  in  their  own  window  or  otherwise  provide  their  own interface,  while  scripting  code  is  generally  used  to  tailor the  behavior  of  separately  created  objects.   Applets  are  also rather  like  plug-ins,  but  the  latter  are  generally  used  to provide  a  particular  capability  (such  as  the  ability  to  read or  play  a  particular  kind  of  media  file),  and  have  a  stan-dardized facility for their installation and management ,. Some  common  uses  for  applets  include  animations  of scientific or programming concepts for Web pages support-ing  class  curricula  and  for  games  designed  to  be  played using  Web  browsers.   Animation  tools  such  as  Flash  and Shockwave are often used for creating graphic applets. To  prevent  badly  or  maliciously  written  applets  from affecting  user  files,  applets  such  as  Java  applets  are  gen-erally  run  within  a  restricted  or  “sandbox”  environment where, for example, they are not allowed to write or change files on disk.  ",0
"In  personal  computers  a  chipset  is  a  group  of  integrated circuits that together perform a particular function.  System purchasers  generally  think  in  terms  of  the  processor  itself (such  as  a  Pentium  III,  Pentium  IV,  or  competitive  chips from AmD  or  Cyrix).   However  they  are  really  buying  a system  chipset  that  includes  the  microprocessor  itself  , and often a memory cache (which may be part of the microprocessor or a separate chip—see cache) as  well  as  the  chips  that  control  the  memory  bus  (which connects  the  processor  to  the  main  memory  on  the  moth-erboard—see bus. )  The  overall  performance  of  the  system depends not just on the processor’s architecture (including data  width,  instruction  set,  and  use  of  instruction  pipe-lines)  but  also  on  the  type  and  size  of  the  cache  memory, the memory  bus  (RDRAm  or  “Rambus”  and  SDRAm)  and the  speed  with  which  the  processor  can  move  data  to  and from memory. In addition to the system chipset, other chipsets on the motherboard are used to support functions such as graphics (the AgP,  or  Advanced graphics  Port,  for  example),  drive connection  (EIDE  controller),  communication  with  exter-nal devices ,, and connections to expansion cards (the PCI bus). At  the  end  of  the  1990s,  the  PC  marketplace  had  chip-sets  based  on  two  competing  architectures.   Intel,  which originally  developed  an  architecture  called  Socket  7,  has switched  to  the  more  complex  Slot-1  architecture,  which is  most  effective  for  multiprocessor  operation  but  offers the advantage of including a separate bus for accessing the cac  he memory.  meanwhile,  Intel’s  main  competitor,  AmD, has  enhanced  the  Socket  7  into  “Super  Socket  7”  and  is offering  faster  bus  speeds.   On  the  horizon  may  be  com-pletely  new  architecture.   In  choosing  a  system,  consumers are locked into their choice because the microprocessor pin sockets used for each chipset architecture are different. ",0
"A  class  is  a  data  type  that  combines  both  a  data  structure and  methods  for  manipulating  the  data.   For  example,  a string  class  might  consist  of  an  array  to  hold  the  charac-ters in the string and methods to compare strings, combine strings,  or  extract  portions  of  a  string  ,. As  with  other  data  types,  once  a  class  is  declared, objects  (sometimes  called  instances)  of  the  class  can  be created  and  used.   This  way  of  structuring  programs  is called   object-oriented   programming   because   the   class object  is  the  basic  building  block  ,. Object-oriented  programming  and  classes  provide  sev-eral advantages over traditional block-structured languages.  In  a  traditional  BASIC  or  even  Pascal  program,  there  is no  particular  connection  between  the  data  structure  and the  procedures  or  functions  that  manipulate  it.   In  a  large program  one  programmer  might  change  the  data  structure without  alerting  other  programmers  whose  code  assumes the  original  structure.   On  the  other  hand,  someone  might write  a  procedure  that  directly  manipulates  the  internal data rather than using the methods already provided.  Either transgression can lead to hard-to-find bugs. With  a  class,  however,  data  and  procedures  are  bound together,  or  encapsulated.   This  means  that  the  data  in  a class  object  can  be  manipulated  only  by  using  one  of  the methods  provided  by  the  class.   If  the  person  in  charge of  maintaining  the  class  decides  to  provide  an  improved implementation  of  the  data  structure,  as  long  as  the  data parameters  expected  by  the  class  methods  do  not  change, code  that  uses  the  class  objects  will  continue  to  function properly. ",0
"access Control Matrix means preparing a system permitting to bring together user and the system’s available resources.  Preparing a matrix requires the following steps: A broad level of groups of resources that share the same or similar security objectives is established based on requirements for Confidentiality, Integrity, Availability, User Accountability, Authentication and Audit (Compliance) (CIA UAA).  The resources include files, directories, applications, databases, hosts services, processes and others including those protected by the operating system or by other mechanisms.  Users are grouped according to common security needs into functional teams and a group owner is identified who is responsible for group management If necessary, naming standards for resources can be defined based on the findings under 1 & 2 above, thereby further facilitating resource groupings.  Now a decision can be made on the degree of access such as read, write, execute, take ownership, access control, delete, purge, modify, file scan ,.  Balancing central security control and group administration decides about the involvement of security administration.  A corporation’s access control matrix should not become a static document but, instead, regular review and improvement is a must.  This matrix is closely linked to a Role-Based Access management system, whereby user roles (e. g. , nurse versus private or general physician) have roles to perform requiring access and modification of data or addition of new information regarding an electronic patient file. ",0
"Active OS Fingerprinting is conducted in order to detect the target’s Oper ating System.  It is usually done by sending specially crafted network packets and comparing them against known responses.  Each operating system re sponds to different packet differently and even response to the ping command can give a good indication of the target OS.  Several methods have been developed and fingerprints are widely available on the internet.  The tool of the trade for this is a tool called Network Mapper (nmap).  While Active OS Fingerprinting is more accurate than Passive OS Fingerprinting, it has a significant disadvantage.  Being active, means that attackers have to send packets to the host, hence, Active versus passive Fingerprinting means risking discovery ,. ",0
"is a method used for dynamic web sites/pages thatincludes one or more scripts (small embedded programs) that are processedon a web server before the page is sent to the user.  An ASP is somewhat similarto a server-side include or a common gateway interface (CGI) application inthat it involves programs that run on the server, usually tailoring a page forthe user.  Typically, the script in the web page at the server uses input receivedas the result of the user’s request for the page to access data from a database,thereafter it builds or customizes the page on the fly before sending it to therequestor. ",0
"are similar to Java applets in that ActiveX controls may be includedwithin a web page.  The control is downloaded and executed on the browser’scomputer in the form of a pre-compiled executable.  Unfortunately, ActiveXdoes not enforce any form of security management technology.  Hence, ActiveX control has the same level of control of the client computer as theuser that is executing the browser.  ActiveX controls are specific to MicrosoftInternet Explorer (MSIE). ActiveX controls are elements that can be added to web pages, therebyproviding them with more functionality (e. g. , animation, video, and threedimensional browsing).  The controls are written in programming languagessuch as Visual Basic, C or C++.  They are written in a different code than theone used for the web pages itself such as HTML.  They could, however, beinfected with malicious code (Malware). Whatever risks are associated with running native executables on a computer also apply to ActiveX.  How security of ActiveX controls is handled isat the user’s discretion who runs the browser.  Without appropriate training this may be risky, justifying disabling this functionality within webbrowsers by setting security settings to ‘high,’ ActiveX is prevented fromrunning",0
"Advisory and Notification Markup Language (ANML) is an Extensible Markup Language (XML) -based specification for describing advisories and other types of notifications.  ANML is currently being developed to help in solving the inconsistent use of terminology by software vendors in their advisories.  The hope is that ANML will make it easy for applications to read these advisories.  This will make way for the necessary tools to automatically update systems.  Although ANML will have its biggest impact for security advisories, it can be used for any type of notification.  Some examples include bug-fixes, feature enhancements, upgrade availability, and many more.  More information can be found in Appendix 1 (Opensec) and Appendix 6 under ADML",0
"pronounced AL-go-rith-um is a procedure or formula for solving a problem.  The word derives from the name of the mathematician, Mohammed ibn-Musa al-Khwarizmi, who was part of the royal court in Baghdad and who lived from about 780 to 850.  Al-Khwarizmi’s work is the likely source for the word algebra as well.  Algorithm is any well-defined procedure (does not have to be computa tional) that takes some value or set of values as input and produces some value or set of values as output.  It is a technique that comes with a guarantee.  The technique for ratio nal function integration is an algorithm because it always produces the an swer, without exception.  Differentiation is an algorithm—given an elemen tary function, you can always find its derivative.  Algorithms can be fast or slow, but the important thing is the guarantee.  In some sense, an algorithm is a ‘predictable heuristic,’ whereby one cannot tell if a heuristic will work, before one tries it, but one knows in advance what the output of an algorithm will be.  In computing terms, algorithm is a sequence of computational steps that transform the input to the output.  A computer program can be viewed as an elaborate algorithm.  In mathe matics and computer science, an algorithm usually means a small procedure that solves a recurrent problem.  In this context the term Virus Algorithm means a set of operations or a procedure designed to create a virus problem.  In the context of Digital Signatures or Encryption, the algorithm describes how the signature or text is encrypted using mathematical formulas Another example is the Condensation algorithm (Conditional Density Propagation) that allows quite general representations of probability.  The simplicity of the Condensation algorithm also allows the use of non-linear motion models more complex than those commonly used in Kalman filters.  Using the statistical technique of importance sampling it is possible to build a Condensation tracker which runs in real time tracking a dancer or a hand as they move",0
Apache is a freely available multiplatform web server.  It is currently the most commonly used server on internet connected sites.  Its genesis was in early 1995 when developers of some high visibility web sites decided to pool their patches and enhancements to the NCSA / 1. 3 server to create a patchy server.  The project has since gained considerable momentum. ,0
"ASCII (American Standard Code for Information Interchange) is a series of standards used to identify simple characters (numbers, letters, etc. ) where each character is represented by a numerical code.  Each character is assigned a 7-bit code, whereby the bit has a minimum unit of data, 0 (zero) or 1.  ASCII files can be created using simple text editors.  ASCII is a universal computer code for English letters and characters.  Computers store all information as binary numbers, regardless of what make or brand the computer is.  ASCII also refers to a protocol for copying files from one computer to another over a network, in which neither computer checks for any errors that might have been caused by static or other problems.  The difficulty with ASCII is twofold: 1) 2) all special fonts and elements used in a document typed using one software (e. g. , WordPerfect) will be lost when the file / document is saved in ASCII format and than reloaded by somebody else into WordPerfect (or even Microsoft Word for that matter), and special characters such as those used in German cannot be transferred by ASCII (e. g. , ü is transferred as a blank and an ue must be typed instead).  Besides German, for many languages (e. g. , Chinese and Japanese), this represents a real problem.  For the above reasons, a new source called Unicode was developed ,.  As 8 bit codes only allow for 256 separate characters, a single 8-bit en coding is not suitable for all text requirements.  Even western alphabets have many ‘characters’, and once languages of China, and Braille are included there are many thousands of characters that are needed.  Of course, within a given domain, an implicit assumption of a particular character set could be made.  This leads to multiple 8-bit codes.  But it doesn’t work for those character sets where more than 256 characters are needed in the same context.  Both 7-bit ASCII and the various 8-bit extensions of it can be considered to be subsets of Unicode.  One does not need to know the above level of detail, but it is important to see why ASCII is insufficient, and why a standard is required for character encodings ,. ",0
"Asymmetrical Digital Subscriber Line (ADSL) allows voice, video anddata to be transmitted over a single telephone line at up to 6. 144 megabitsper second (Mbps) in a single direction, with significantly slower speedsin the other direction.  Accordingly, it is very appropriate for downloading large amounts of data but for certain applications, such as videoconferencing, other technologies work better [see also Very-High-bit-rateDigital Subscriber Line (VDSL), Discrete Multi-Tone (DMT) modulation,Quadrature Amplitude Modulation (QAM-VDSL)]. ",0
"Attack is a single unauthorized access attempt, or unauthorized use attempt,regardless of success.  Success may or may not result in the alteration, releasing or denying of data.  The likelihood of success depends on the effectivenessof implemented security measures that reduce the risk and probability for athreat resulting in a compromised system ,.  Computernetworks make it easier to start attacks and speed their dissemination, or forone anonymous individual to reach vast numbers of people at virtually nocost. Defending against Attacks means engineering in a world ruled by Satan’sLaw.  The differences between Attacks and Accidents are intent, intelligence,and control.  Things go wrong because there is a malicious and intelligentadversary trying to force things to go wrong ,Table 3A outlines a taxonomy of the attacks that can be launched againstinformation resources and infrastructure.  ",0
Authentication results in positively verifying the identity of a user‚ device‚ or another entity in an information system.  This is often a prerequisite for allowing access to resources offered by a system.  One element that contributes to the reliability of individual authentication is good password management practices.  In an area of high risk‚ stronger authentication may be required such as: Asymmetric Keys—see Access Control Biometrics—see Biometrics Cryptographic Tokens—see Cryptography Digital Certificates—see Digital Certificate Smart Cards—see Smart Card One-Time Password Generators—where password can be used once only.  Stronger authentication relies on combining one or more of the following: password / Pin or something else user knows‚ token or other means‚ that is something user has‚ and finally‚ biometrics or other technique enabling system to identify who the person is.  The above means may be used to verify the true source of a message or data.  But all approaches have their weak spots and combinations of measures are usually more effective.  In case of electronic voting‚ the term refers to verification that an electronic ballot really comes from the person it claims to have been initiated by‚ and not from an imposter. ,0
Backdoor is a hidden feature of an application prepared by its designer ormaintainers.  The backdoor gives the programmer special privileges for running the application.  These privileges are not available to the user. The motivation for such holes is not always sinister; some operating systems‚ for example‚ come out of the box with privileged accounts intended foruse by field service technicians or the vendor’s maintenance programmers. But we are not sure if such an account should be called backdoor – in ourunderstanding‚ backdoor is a hidden feature.  Yes‚ these accounts were sometimes hidden‚ Microsoft NT 3. 51 and then they could be called backdoors‚but generally they are not hidden. ,0
Batch Files are files usually describing automated sequence of commands. These are used in mainframe operations where even special languages weredeveloped for creation of batches.  Shell scripts known in the UNIX worldcan also be considered in some cases as batch files.  In MS-DOS and MSWindows context‚ these files are characterized by a . BAT extension.  Thesetext files contain MS-DOS commands‚ one on each line of the file that areprocessed in sequential order‚ for example when the computer is booted (e. g. ‚Autoexec. bat). ,0
"Binders are programs permitting hackers to ‘bind’ two or more programstogether resuling in a single . EXE file.  Hence‚ harmless . EXE animations‚e-greetings or other such files could have a Trojan horse inserted , ,. The only way to stop an executable from harming a PC or system is to run itin a proactive ‘sandbox’ environment and monitor its behavior for maliciousactivity in real-time. ",0
"Biometrics identification systems are based on the recognition of unique morphological characteristics of each individual‚ so that only the physical presence of the person will allow access to the system.  Numerous biometric parameters are available such as: facial‚ iris‚ fingerprints‚ hand and finger geometry‚ signature and voice recognition.  Although iris recognition has stronger security credentials‚ fingerprints are often preferred due to the maturity of the technology ,.  As Table 4A outlines‚ Retina Scan‚ Iris Scan and Hand Geometry are most accurate and both‚ the False Rejection Rate (FRR) and the False Acceptance Rate (FAR) are quite low for these Authentication measures based on Biometrics.  In Table 4B other measures are outlined that can be used for Access Control.  Often a system may use a Magnetic Swipe Card and a Keypad Entry System to give an employee access to a restricted office area or a database.  Some of the time a system such as the ones outlined in Table 4B may also be combined with one of those described and explained in Table 4C.  Unfortunately‚ all the one’s in Table 4C do have‚ however‚ some severe weaknesses that limit their Reliability and Validity.  In particular the FRR and FAR may not be satisfactory.  For instance‚ during May 2002 a Japanese group of researchers reported that using fake fingerprints fashioned from gelatin were able to fool biometric fingerprint readers 80% of the time.  The researchers also devised a way to create fake fingerprints from fingerprints left on glass surfaces.  What is interesting is that the material needed to make this work‚ was purchased at a neighborhood store and cost less than Euro 11.  This attack is a classic replay (or forgery) attack.  Unfortunately‚ replays are not unique to fingerprints but are a fundamental Vulnerability of all Biometrics ,.  The American Civil Liberties Union (ACLU) published a report during May 2002 about the inaccuracy of tests using facial recognition technology at the Palm Beach (FL) International Airport.  The technology failed to correctly identify faces more than half of the time.  The recognition rate went down when people wore glasses‚ turned their heads‚ or were moving. ",0
"Bluetooth is short-range radio that can be stuck on anything‚ including a mobile phone or computer as well a ticket barrier‚ or a trolley full of supermarketgoods.  In turn‚ users can use the technology to connect various devices (e. g. ‚computer and stereo) or pay at the train waving their Bluetooth enabled technology (e. g. ‚ card or mobile phone) to have the fare added to their monthlybill ,. Bluetooth was named after a century Danish King‚ Harald Bluetooth. The standard was founded by Ericsson in 1994 but it was joined by Nokia‚IBM and Intel in 1998 to form the Bluetooth Special Interest Group thatcampaigns for further Bluetooth adoption ,. ",0
Blue Screen of Death (BSOD) is a term used in relations to Microsoft Windows operating systems.  Some crashes of these systems appear as a bluesscreen with white hexadecimal text (part of memory dump).  Many usersconsider this a useless information‚ however it can be often used to detectmisbehaving programs (often not from Microsoft) causing these fatal crashes,0
Broadband is high-speed internet access.  Broadband may be delivered to private households with Asymmetrical Digital Subscriber Line (ADSL)‚ DigitalSubscriber Line (DSL)‚ Cable TV lines‚ Fixed Wireless Access or even satellite supported broadband in more remote areas,0
bulletin Board System(s) (BBS) are a type of online computer service thatfunctions as an electronic notice board.  Users can read or post messages‚download programs‚ and play online games.  Some functions of a BBS aresimilar to that of the internet‚ but on a smaller scale. ,0
"Business Continuity Plan (BCP) is a plan to ensure that the essential business functions of the organization are able to continue (or re-start) in the event of unforeseen circumstances; normally a disaster of some sort ,.  The BCP follows the Disaster Recovery Plan ,.  BCP identifies the critical people and their roles and functions while the BCP is in force‚ information‚ systems‚ and other infrastructures (e. g. ‚ telephones‚ servers‚ SMS gateways) that are required to enable the business to operate again fully.  The BCP lays out a detailed plan which‚ if called upon‚ should be executed to assure minimum additional disruption after a massive computer Virus Attack or disaster.  Companies that do not have clear business continuity plans remain very vulnerable.  Good recovery from a disaster is‚ however‚ contingent upon people‚ processes and training.  Finally‚ management awareness may be the main weakness in business continuity planning.  Doing the basics well is they key‚ whereby if one says one will take his or her data off site within 24 hours of a calamity‚ one must make sure that this is being done.  Hence‚ fire drills or ‘dress rehearsals’ by simulating various disaster scenarios will permit the organization to be in a better position‚ while recovering faster after a disaster.  Hence‚ business continuity and disaster recovery plans need to be exercised so that kinks may be worked out before the crisis hits. ",0
Disk Cache is a temporary storage place that a computer can use to storea file after reading it from the hard drive.  For instance‚ telling a computerto open a MP3 file‚ it may take several seconds for it to locate and read thefile into memory from the PCs hard drive.  However‚ if the computer storesthe file in the Disk Cache‚ the next time one wishes to open the same file‚data can be retrieved from the disk cache rather than loading it from the harddrive. One definition refers to a Disk Cache specifically as: hard disk-based memory used to store accessed web pages.  This technique enables the browserload the stored pages from the cache rather than from the network.  That iswhy clicking the ‘Back’ button on a browser usually retrieves a page nearlyinstantaneously.  The virtual memory system that comes with Microsoft Windows is also another example of disk caching to increase performance,0
File Cache is used to store the locations of frequently used files for quickreference.  When open a file that is stored on a hard drive‚ the computer willfirst check for the file name (and location) in the file cache.  If it finds thisinformation‚ the computer can jump immediately to the correct place on ahard drive without having to search in the file allocation table (a type of tableof contents for a computer’s hard drive).  Because read/write heads on a harddrive have to physically move across the disk to search for them‚ it takes timefor the computer to search the hard drive for files‚ that is why using the cacheis fasterISPs may also be required to pay copyright fees when caching in the nearfuture. ,0
Web Cache is closely related to Disk Caching and occurs between webservers and a client or many clients.  It watches requests for HTML pages‚images and files to come by‚ saving a copy for itself.  Then‚ if there is anotherrequest for the same object‚ it will use the copy that it has‚ instead of askingthe origin server for it again. This type of caching may‚ however‚ infringe upon copyrights and publishers and music distributors are trying to find a solution for this problem,0
omputer Security Incident Response Team (CSIRT) is a service organization that is responsible for receiving‚ reviewing‚ and responding tocomputer security Incident reports and activity. A CSIRT usually performs these services for a defined constituency or agroup of stakeholders.  These could a firm or a g,0
"certification Authority is a trusted third party clearing house issueing DigitalCertificates and Digital Signatures.  For firms‚ the certificates include thecorporation’s name‚ a serial number‚ and an expiration date.  A public key isalso enclosed to allow others to decrypt the message.  The digital signature ofthe certificate-issuing authority is also part of this‚ permitting the recipientto verify that the certificate is valid ,. The challenge is that in some countries‚ the government may require thatthe Key Recovery facilities must be exercised within its national borders. For instance‚ how this may affect citizens who have a Digital Signature todo e-government business with their local government when wanting to doa transaction with the EU or EC or another EU member state’s agency stillneeds to be addressed.  Will these other governments accept that the KRfacility is exercised in Denmark instead of‚ for instance‚ France?",0
"checksum is a mathematical method whereby the individual binary values ofa string of storage locations on a computer’s hard drive are summed up, andthe total is then retained for future reference.  On subsequent accesses, thesumming procedure is repeated, and the total compared to the one derivedpreviously. A difference indicates that an element of stored data has changed duringthe intervening period.  Agreement provides a high degree of assurance (butnot total assurance) that data have not been changed during the interveningperiod. A checksum is also used to verify that a network transmission has beensuccessful.  If the counts agree, it is safe to assume that the transmission wascompleted correctly ,. ",0
"Click Wrap Agreement checks if a user meets certain requirements, by clicking on the I Agree button, the user has agreed to complete terms of use agreement including another confirmation that the user meets certain requirements(e. g. , working at an educational institutions or being located in a country theproduct can and may be used).  To complete the agreement, the user mayagain be required to scroll to the bottom of the agreement and click on the “IAgree” icon [see also End User License Agreement (EULA), Jurisdiction]. This is also sometimes called a Shrink Wrap Agreement, whereby rippingoff the shrink wrap around the software implies that the user will take advantage of the software according to the conditions stipulated by the vendor",0
"Command and Conrol Warfare (C2W) is an integrated use of electronicwarfare, military deception, operations security, and also physical destruction.  These activities are supported by intelligence in order to deny information or degrade or destroy adversary command and control capabilities. Friendly C2 activities are protected C2W is an application of information operations in military operations and a subset of information warfare.  Hence,it can be offensive and defensive raising ethical questions for non militaryapplications if ever used. ",0
"Computer Metal Oxide Semiconductor (CMOS) is a section of the RAMmemory containing important data, such as date and time of the computerclock, and its configuration settings.  A battery that is housed on the computermotherboard powers the CMOS.  While a virus can overwrite information onthe CMOS, it can neither infect nor reside in it. ",0
"Confidentiality is the property that data or information is not made availableor disclosed to unauthorized, parties (e. g. , individuals, organizations andprocesses).  Hence, a health insurer cannot get access to medical files as suchbut only to information pertaining to a particular bill submitted electronicallyfor reimbursement",0
"cookies are data files that are stored on a hard disk by some web sites. Whenever visiting a Website, it tries to access this cookie enabling usersto enter the site according to one’s preferences (e. g. , first page shows news,email and horoscope).  Cookies may also store one’s password to access a siteunless the user prevents the browser from doing so, a must for any securityminded user.  Additional information is collected from subsequent browsingon the web site, to further personalize one’s browsing experience on this website (e. g. , customer profile). Cookies are accessible to a particular Website only and cannot be used byother Websites to gain information about the user",0
"Critical Infrastructure Protection (CIP) tries to coordinate efforts to protectcritical infrastructure that may include but not be limited to informationtechnology and utility grids (e. g. , electricity).  Critical Infrastructure mayinclude essential services such as telecommunication, finance/banking, foodproduction, transport and logistics, energy and utilities as well as criticalgovernment services. One also should consider that in many countries much of the CriticalInfrastructure (e. g. , electricity, gas distribution and shipping) is privatelyowned. Critical Infrastructure Protection may also include Emergency Preparedness.  Its mission is usually to enhance the safety and security of citizens orusers in their physical and cyber environments. Mandates could be such as:to provide a comprehensive approach to protecting critical infrastructure—thekey physical and cyber components of the energy and utilities, communications,services, transportation, safety and government sectors; andto be a government’s primary agency for ensuring national civil emergencypreparedness–for all types of emergencies. ",0
"Critical Information Infrastructure (CII) may include the information technology component (e. g. , hardware, software and data) of essential ser[1]vices, such as telecommunication, finance/banking, food production, trans[1]port and logistics, energy and utilities as well as critical government services .  One also should consider that in many countries much of the CII for essential services such as electricity supply lines are is privately owned.  CII may be vulnerable to an outside dimension that comes from disruption through natural disasters, accidents and mismanagement as well as deliberate Attack with criminal intent.  An inside dimension is Safety and System-related issues including Complexity. ",0
